Designator,Mid X,Mid Y,Rotation,Layer
C1,152.5,-108.5,270.0,top
D1,139.495,-70.0,0.0,top
D2,131.995,-70.0,0.0,top
D3,124.495,-70.0,0.0,top
D4,116.995,-70.0,0.0,top
J1,166.97,-104.97,180.0,top
R1,139.5,-81.0,90.0,top
R2,132.0,-81.0,90.0,top
R3,124.5,-81.0,90.0,top
R4,117.0,-81.0,90.0,top
U1,127.69,-122.81,180.0,top
U2,144.51,-117.73,0.0,top
